source,target,bytes,sha256
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-light-safe-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\latest\index.json,8139,a83f67bdafd3cdcf8608c3e2ffaf7d05095cad08c103ff4cde3ad67e15b29635
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\latest\pos.compatibility.gate.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\latest\pos.compatibility.gate.json,1272,eac34d506c0ff3fc461af646840f58411ad1a57722a316a21979304dc11eadf1
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\latest\pos.visual-budget.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\latest\pos.visual-budget.json,998,d2df42ccea31c62905df7e5ae4b919adcd9d3b09a74df14b136313f02000be66
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\latest\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\latest\README.md,376,83ef4c89cdc6922f722b1b284300b30e61aa29bc1318e49a0ccfcd28980f4684
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\latest\surface-visual-governor.pilot-06.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\latest\surface-visual-governor.pilot-06.json,932,e670a97a665cc7fa8967cecc86ca28be10bbbb9307978945d86e950d9aa6e3ff
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\pilot-06\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\pilot-06\index.json,8139,a83f67bdafd3cdcf8608c3e2ffaf7d05095cad08c103ff4cde3ad67e15b29635
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\pilot-06\pos.compatibility.gate.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\pilot-06\pos.compatibility.gate.json,1272,eac34d506c0ff3fc461af646840f58411ad1a57722a316a21979304dc11eadf1
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\pilot-06\pos.visual-budget.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\pilot-06\pos.visual-budget.json,998,d2df42ccea31c62905df7e5ae4b919adcd9d3b09a74df14b136313f02000be66
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\pilot-06\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\pilot-06\README.md,376,83ef4c89cdc6922f722b1b284300b30e61aa29bc1318e49a0ccfcd28980f4684
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\pos-final-gate\pilot-06\surface-visual-governor.pilot-06.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\pos-final-gate\pilot-06\surface-visual-governor.pilot-06.json,932,e670a97a665cc7fa8967cecc86ca28be10bbbb9307978945d86e950d9aa6e3ff
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\index.json,1189,690b87b119f152375618af726e7bbc8a0873c6001bd065e59723ad3345e92497
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\README.md,115,b22acf8312ba8867c72bbf33cb76f81c273a67779fbb975f17ef5fa4763108f7
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\receipt.expected.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\receipt.expected.json,348,f588107c60380d6b5a3c80cb7d7c3be211373e9e1bb2c70b6cd4fcceaeb201e4
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\route.visual-budget.checkout-light-safe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\route.visual-budget.checkout-light-safe.json,350,1e6f97f0c6dfead5127f25c9433a3f7d0d4b84ec69c2fbd6266188a9a7e2845d
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\surface.compatibility.checkout-light-safe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\surface.compatibility.checkout-light-safe.json,434,6fa924bb075f1f02302677f5c7ed7b070f1242d048c3f9ade4bfe1c634396137
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\index.json,1189,690b87b119f152375618af726e7bbc8a0873c6001bd065e59723ad3345e92497
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\README.md,115,b22acf8312ba8867c72bbf33cb76f81c273a67779fbb975f17ef5fa4763108f7
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\receipt.expected.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\receipt.expected.json,348,f588107c60380d6b5a3c80cb7d7c3be211373e9e1bb2c70b6cd4fcceaeb201e4
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\route.visual-budget.checkout-light-safe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\route.visual-budget.checkout-light-safe.json,350,1e6f97f0c6dfead5127f25c9433a3f7d0d4b84ec69c2fbd6266188a9a7e2845d
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\surface.compatibility.checkout-light-safe.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\surface.compatibility.checkout-light-safe.json,434,6fa924bb075f1f02302677f5c7ed7b070f1242d048c3f9ade4bfe1c634396137
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\pilot-08\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\public\surface-visual-governor\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\tablet\checkout-light-safe-shell\latest\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\src\prisma-surface-governor\surface-runtime-adapter.ts,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\contracts\runtime-adapters\tablet\surface-runtime-adapter.ts,1745,e2eb5b0234eed9071716081781297c3caac9f8c84976931031921569b25ae03a
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\scripts\verify-surface-visual-governor-pilot05.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\tablet\verify-surface-visual-governor-pilot05.mjs,5348,d791e0f7407326ea2235535c41688814749ccb57b34431cd3d29ddcd3830d0ca
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\scripts\verify-surface-visual-governor-pilot06-pos-gate.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\tablet\verify-surface-visual-governor-pilot06-pos-gate.mjs,2318,04f136f263f10e02e01c8b992464f70651a595c7533871f23ea132487cbb6d0d
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\scripts\verify-surface-visual-governor-pilot07-pos-light-safe.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\tablet\verify-surface-visual-governor-pilot07-pos-light-safe.mjs,3798,25d8b851cad6f018eaa512dedb24aabfce03dbd6c51b64c638792179e18e261b
<REPO_ROOT>\apps\terminal-de-venta-system\products\tablet\app\scripts\verify-surface-visual-governor-pilot08-checkout-light-safe.mjs,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\scripts\original-verifiers\tablet\verify-surface-visual-governor-pilot08-checkout-light-safe.mjs,4050,f0a45354625f24f37ff42e668a82339e9bb35d58f245452a5467a74dd3aed927
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\docs\surface-visual-governor\pilot-09-mobile-supervisor-thin-mist-shell.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\docs\app-docs\mobile\pilot-09-mobile-supervisor-thin-mist-shell.md,228,f829daace50a649c601b4dffc23977598dfd9e93c446bd636c756bba657eab0b
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\runtime-adapter\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\runtime-adapter\latest\index.json,973,d5c1981e8a9e599304ab284ebb2116c27c0878af982bb02326d2792b9c75de9a
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\runtime-adapter\pilot-17\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\runtime-adapter\pilot-17\index.json,973,d5c1981e8a9e599304ab284ebb2116c27c0878af982bb02326d2792b9c75de9a
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\index.json,1428,3e3b6aab747960383cc44d4e4ad68e88eaa453e49a3e6131fbf05506933c9fac
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\README.md,131,8ed4d6c77875988da40213a3ffad58c993c085196056c61c2b25232b58207da1
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\receipt.expected.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\receipt.expected.json,381,0a98c06a48ca73743cd726879dfb85f68fecd03726c56d20486a21af12543477
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\route.visual-budget.mobile-thin-mist.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\route.visual-budget.mobile-thin-mist.json,404,de2fb8c21111dba800981695b943fe5e66723d9891954e5f8532ff3ae1990c55
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\surface.compatibility.mobile-thin-mist.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\surface.compatibility.mobile-thin-mist.json,461,394d68b0e074c8332d5e27bd8898580732738dcb9459f58d863cd043e06fac8b
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\index.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\index.json,1428,3e3b6aab747960383cc44d4e4ad68e88eaa453e49a3e6131fbf05506933c9fac
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\README.md,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\README.md,131,8ed4d6c77875988da40213a3ffad58c993c085196056c61c2b25232b58207da1
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\receipt.expected.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\receipt.expected.json,381,0a98c06a48ca73743cd726879dfb85f68fecd03726c56d20486a21af12543477
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\route.visual-budget.mobile-thin-mist.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\route.visual-budget.mobile-thin-mist.json,404,de2fb8c21111dba800981695b943fe5e66723d9891954e5f8532ff3ae1990c55
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\surface.compatibility.mobile-thin-mist.json,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\surface.compatibility.mobile-thin-mist.json,461,394d68b0e074c8332d5e27bd8898580732738dcb9459f58d863cd043e06fac8b
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\storm-cloud-operations-real.jpg,173999,9245d5f589df75a53a2e3509a5a5971ea14d2fe9366cde1e083586e917c35219
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\storm-glass-horizon.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\storm-glass-horizon.svg,1286,89ce674e6d9a4f9474330b7b008e930b5e8eec2d7bc15cb94ea47e0a93dcf951
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\pilot-09\atmosphere-assets\backgrounds\tablet-soft-gray-clouds.svg,1335,ee21f92cb8004b1716aebe89f48272e5ed5ded32b11d66d9b04e0eb08c8ed7ba
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\aurora-slate-veil.svg,1191,7eacb0164fe1c392c9dcb71a0e08ac184ce6b5698e841b7f201577c6656898be
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\liquid-operations-smoke.svg,2520,6ddc58de617baef084ab591d6d778bce59a7e96ab67d348a37a31309aa74824a
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\liquid-operations-ui-reference.png,2918510,ba047f42db7038f9930a9473b73cffb9fe54fcd10c2b8e4382bce65f63d9171c
<REPO_ROOT>\apps\terminal-de-venta-system\products\mobile\app\public\surface-visual-governor\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,<REPO_ROOT>\apps\terminal-de-venta-system\tools\prisma-surface-visual-governor\public-mirrors\mobile\mobile-thin-mist-shell\latest\atmosphere-assets\backgrounds\obsidian-cloud-motion.svg,959,6ab40acf7fa6360d5dd65346b6046490f93d4072d37a519ec01d7a61795f9a5a
